Date,Country,cdd_sum_avg,cdd_sum_sum,avg_temp,avg_max_temp,avg_min_temp
1/1/00,Tajikistan,0,0,-12.54188919,-8.301642496,-17.2871079
1/1/00,Thailand,176.8339481,121308.0884,23.97150384,30.31748082,18.59255397
1/1/00,The Bahamas,79.79907691,1835.378769,21.21861275,22.63283365,20.10006332
1/1/00,Togo,265.6763965,21519.78812,27.57197599,33.00591857,22.40833593
1/1/00,Trinidad and Tobago,183.6018616,1836.018616,24.92263947,26.94734898,23.47268829
1/1/00,Tunisia,0.074738327,18.3108902,8.755954906,13.77111965,4.158998182
1/1/00,Turkey,7.08E-05,0.094177246,-2.559446683,1.09831914,-6.410965664
1/1/00,Turkmenistan,0.267735656,214.4562607,2.45385322,7.075215357,-1.843574145
1/1/00,Uganda,166.2436165,52865.47005,23.80406807,29.57919085,18.53548515
1/1/00,Ukraine,0,0,-4.615204855,-2.272198746,-7.489323833
1/1/00,United Arab Emirates,59.74488333,6870.661583,19.28980278,24.78540452,13.94250121
1/1/00,United Kingdom,0,0,4.992550943,7.054838424,2.720985428
1/1/00,United Republic of Tanzania,157.8294156,192078.3988,23.52082624,28.95105322,19.28586595
1/1/00,United States of America,2.417248805,43510.47848,-4.917004885,-0.076365548,-8.718316402
1/1/00,Uruguay,194.1567893,53004.80347,25.07652171,31.25154118,19.17477339
1/1/00,Uzbekistan,0.008570423,6.856338501,-1.170561094,2.840884239,-5.125860247
1/1/00,Vanuatu,213.7434476,2564.921371,25.89494944,27.6981651,24.64390818
1/1/00,Venezuela,170.6159096,202179.8528,24.22964724,28.83719242,20.83209513
1/1/00,Vietnam,93.61425523,42594.48613,19.95695182,23.69113764,16.80297786
1/1/00,Western Sahara,16.06277713,2216.663244,13.95753236,19.95219022,8.604278236
1/1/00,Yemen,76.2086123,47020.71379,19.28949059,26.07210432,12.56852983
1/1/00,Zambia,118.971599,120399.2581,22.19741526,26.99367316,18.60998157
1/1/00,Zimbabwe,135.8253624,69950.06165,23.04113805,27.57277744,19.02489948
1/1/00,eSwatini,91.60928076,2473.450581,20.94050231,25.23116861,17.58396396
2/1/00,Afghanistan,2.128732505,2167.04969,-1.870874695,4.188637421,-8.305104319
2/1/00,Albania,0,0,3.60123736,7.55870181,-0.627148413
2/1/00,Algeria,16.55929661,56549.99793,13.45637956,20.27769855,6.474016673
2/1/00,Angola,111.9924041,185683.406,21.96594123,27.34107522,18.10183157
2/1/00,Antarctica,0,0,-31.92397926,-29.52592062,-34.4974241
2/1/00,Argentina,94.84083547,423084.967,19.2748743,25.14157594,14.21072185
